"V1" "V2"
"1" 0.0647124934475869 0.210602745879441
"2" 0.676612401846796 0.114786378573626
"3" 0.735371692571789 0.145364066585898
"4" 0.111299667274579 0.309932197909802
"5" 0.0466546178795397 0.150242058327422
"6" 0.130910312291235 0.526681731687859
"7" 0.880956365261227 0.117897983407602
"8" 0.839725489495322 0.477292852010578
"9" 0.868142720079049 0.308382817544043
"10" 0.0333829261362553 0.305229067336768
"11" 0.107906995574012 0.299795516533777
"12" 0.549296889221296 0.654534135246649
"13" 0.109317742520943 0.381161015247926
"14" 0.722590516321361 0.743714642245322
"15" 0.725010275607929 0.681525232736021
"16" 0.789521862752736 0.269260824657977
"17" 0.617478244705126 0.401918678544462
"18" 0.503007366321981 0.502691274043173
"19" 0.456149423029274 0.896042264299467
"20" 0.0346658024936914 0.0882703189272434
"21" 0.20963884331286 0.637176174437627
"22" 0.342787279281765 0.989099915837869
"23" 0.545594800729305 0.806018827715889
"24" 0.76948441634886 0.40488648111932
"25" 0.42876468366012 0.316000861581415
"26" 0.686461671022698 0.830362546257675
"27" 0.521868988405913 0.117322327103466
"28" 0.796536368317902 0.748239763546735
"29" 0.903052028268576 0.39413169468753
"30" 0.432457163929939 0.766076245578006
"31" 0.33194047329016 0.468030723277479
"32" 0.917114556068555 0.154777007410303
"33" 0.209279712755233 0.450960233807564
"34" 0.812734744744375 0.024198698811233
"35" 0.300712818279862 0.460394544294104
"36" 0.572182454401627 0.0742019026074558
"37" 0.386782174697146 0.201928117778152
"38" 0.279481674544513 0.655622644582763
"39" 0.26004286762327 0.968399830162525
"40" 0.959383608773351 0.829032885143533
"41" 0.634132584789768 0.30910212197341
"42" 0.0818772569764405 0.070159423397854
"43" 0.926206240663305 0.102032589958981
"44" 0.890942530473694 0.346477123908699
"45" 0.912085010670125 0.174393753288314
"46" 0.718498562229797 0.732569120591506
"47" 0.682527713244781 0.703135221498087
"48" 0.555186460493132 0.790021845372394
"49" 0.401709435740486 0.0529647120274603
"50" 0.863837790442631 0.458106603007764
"51" 0.0744139486923814 0.375600314000621
"52" 0.28328448580578 0.610441608820111
"53" 0.162637435365468 0.337329048896208
"54" 0.763896584510803 0.908248905558139
"55" 0.116375716868788 0.428240372799337
"56" 0.167471821419895 0.767714571207762
"57" 0.475883521372452 0.788668910507113
"58" 0.00578844198025763 0.770080067915842
"59" 0.97441329038702 0.22544926032424
"60" 0.114147758577019 0.377989978529513
"61" 0.0807743088807911 0.570550044300035
"62" 0.322919440921396 0.203922072425485
"63" 0.118785094935447 0.582519361749291
"64" 0.985772469080985 0.221211255295202
"65" 0.404147643828765 0.789052292471752
